Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region,Stress_Level_Category,Social_Isolation_Category
EMP3944,45,Prefer not to say,Software Engineer,Healthcare,4,Hybrid,44,11,1,High,Depression,No,No Change,5,Satisfied,3,,Good,Oceania,Low,High
EMP3945,53,Maleale,HR,Healthcare,9,Remote,41,8,1,High,Burnout,No,Increase,3,Neutral,3,,Poor,North America,Low,Medium
EMP3946,49,Femaleemale,Project Manager,Education,22,Hybrid,59,1,2,Medium,Depression,Yes,No Change,5,Satisfied,2,Daily,Good,Oceania,Low,High
EMP3947,30,Maleale,Designer,IT,19,Remote,37,1,3,Medium,Depression,No,Decrease,3,Neutral,4,Daily,Average,Oceania,Medium,Medium
EMP3948,56,Femaleemale,Project Manager,Manufacturing,35,Onsite,29,2,3,Medium,Burnout,No,No Change,5,Satisfied,5,,Poor,Oceania,Medium,High
EMP3949,57,Non-binary,Marketing,Healthcare,15,Remote,38,8,1,Low,,No,Decrease,1,Satisfied,3,,Good,Asia,Low,Low
EMP3950,56,Maleale,Data Scientist,Finance,6,Onsite,38,14,1,Low,Burnout,No,Decrease,2,Unsatisfied,3,,Poor,Asia,Low,Low
EMP3951,49,Prefer not to say,Designer,Finance,10,Hybrid,21,2,2,Medium,,No,Increase,2,Neutral,1,Weekly,Average,Asia,Low,Low
EMP3952,27,Maleale,Marketing,IT,21,Hybrid,34,12,1,Medium,Depression,Yes,Increase,4,Unsatisfied,2,Weekly,Good,North America,Low,Medium
EMP3953,40,Femaleemale,Designer,IT,12,Hybrid,48,8,5,Low,Burnout,Yes,Increase,1,Neutral,1,Weekly,Poor,Oceania,High,Low
EMP3954,53,Non-binary,Data Scientist,Retail,21,Hybrid,46,6,1,Medium,,No,Increase,2,Neutral,3,Daily,Poor,Europe,Low,Low
EMP3955,49,Femaleemale,Software Engineer,Healthcare,8,Hybrid,32,14,4,Medium,Depression,No,Decrease,4,Unsatisfied,4,Daily,Poor,South America,Medium,Medium
EMP3956,59,Non-binary,Project Manager,Education,24,Hybrid,54,1,2,High,Depression,No,Increase,4,Satisfied,2,Weekly,Poor,North America,Low,Medium
EMP3957,35,Maleale,Sales,Retail,30,Onsite,37,10,2,High,,Yes,Increase,2,Neutral,5,Daily,Good,Oceania,Low,Low
EMP3958,54,Non-binary,Project Manager,Manufacturing,17,Remote,29,10,3,Low,,No,No Change,3,Unsatisfied,2,,Poor,North America,Medium,Medium
EMP3959,24,Femaleemale,Software Engineer,Consulting,30,Hybrid,23,13,3,Medium,,Yes,Decrease,2,Neutral,1,Weekly,Average,Asia,Medium,Low
EMP3960,47,Maleale,HR,Finance,3,Remote,28,12,1,Medium,Depression,No,Increase,5,Satisfied,2,,Poor,South America,Low,High
EMP3961,34,Prefer not to say,Marketing,Finance,33,Remote,30,5,3,Low,Burnout,Yes,Decrease,5,Neutral,2,Daily,Good,South America,Medium,High
EMP3962,36,Maleale,Data Scientist,Manufacturing,14,Onsite,29,8,2,Medium,Burnout,No,No Change,2,Neutral,2,Daily,Poor,Europe,Low,Low
EMP3963,60,Maleale,HR,Retail,34,Remote,54,4,4,Low,Anxiety,No,Increase,1,Unsatisfied,1,Daily,Average,Europe,Medium,Low
EMP3964,26,Maleale,HR,Consulting,1,Hybrid,36,12,1,High,Burnout,Yes,No Change,2,Neutral,3,Daily,Good,Africa,Low,Low
EMP3965,54,Femaleemale,Marketing,IT,22,Onsite,36,4,2,High,,No,Decrease,1,Unsatisfied,2,,Poor,Asia,Low,Low
EMP3966,41,Prefer not to say,Data Scientist,Retail,10,Remote,46,8,4,High,,No,Decrease,1,Satisfied,2,Daily,Average,Oceania,Medium,Low
EMP3967,58,Femaleemale,Designer,Manufacturing,2,Hybrid,30,1,5,Low,,Yes,Decrease,5,Satisfied,1,Daily,Average,Oceania,High,High
EMP3968,34,Prefer not to say,Marketing,Retail,22,Remote,46,0,3,High,Burnout,Yes,Decrease,2,Satisfied,4,Daily,Poor,Asia,Medium,Low
EMP3969,57,Femaleemale,Data Scientist,IT,21,Remote,20,11,4,Low,Burnout,No,Decrease,5,Unsatisfied,3,Daily,Average,Oceania,Medium,High
EMP3970,58,Non-binary,Marketing,Finance,5,Hybrid,45,12,3,High,,No,No Change,3,Satisfied,3,Weekly,Poor,Asia,Medium,Medium
EMP3971,27,Maleale,Marketing,Consulting,30,Hybrid,37,0,1,Low,Depression,No,No Change,2,Satisfied,4,,Poor,Africa,Low,Low
EMP3972,56,Femaleemale,Marketing,Finance,9,Remote,36,12,5,Low,,No,Decrease,4,Unsatisfied,2,,Good,Africa,High,Medium
EMP3973,27,Non-binary,Data Scientist,Finance,4,Remote,60,15,2,High,,No,Decrease,4,Satisfied,4,,Good,Oceania,Low,Medium
EMP3974,31,Femaleemale,Sales,Finance,32,Hybrid,27,13,1,Low,Anxiety,Yes,Decrease,2,Satisfied,5,Weekly,Average,North America,Low,Low
EMP3975,60,Femaleemale,Sales,Manufacturing,28,Remote,47,1,3,Medium,Anxiety,Yes,No Change,4,Satisfied,2,,Average,Africa,Medium,Medium
EMP3976,27,Non-binary,HR,Healthcare,2,Remote,46,15,2,Low,,No,Increase,2,Neutral,3,Weekly,Poor,Africa,Low,Low
EMP3977,42,Non-binary,Project Manager,Education,2,Hybrid,58,12,1,Medium,Anxiety,No,No Change,5,Unsatisfied,3,Daily,Good,Europe,Low,High
EMP3978,22,Non-binary,Data Scientist,Retail,1,Hybrid,33,8,3,Low,,Yes,Decrease,5,Unsatisfied,3,Daily,Good,Oceania,Medium,High
EMP3979,47,Maleale,HR,IT,25,Onsite,27,2,4,Medium,,Yes,Increase,4,Satisfied,1,,Poor,Africa,Medium,Medium
EMP3980,50,Maleale,Project Manager,Consulting,11,Onsite,56,10,1,Medium,Anxiety,Yes,No Change,4,Satisfied,1,Weekly,Average,Asia,Low,Medium
EMP3981,43,Maleale,Software Engineer,Manufacturing,21,Onsite,32,15,4,Low,Anxiety,Yes,Decrease,4,Unsatisfied,1,Daily,Good,South America,Medium,Medium
EMP3982,37,Femaleemale,HR,Manufacturing,34,Hybrid,31,13,2,High,Depression,Yes,Increase,5,Unsatisfied,2,Weekly,Good,Oceania,Low,High
EMP3983,43,Non-binary,Data Scientist,Education,35,Onsite,47,10,2,High,Depression,No,Decrease,5,Satisfied,2,Daily,Poor,North America,Low,High
EMP3984,43,Prefer not to say,Designer,Finance,29,Hybrid,35,8,1,High,Burnout,Yes,No Change,3,Satisfied,2,Weekly,Good,South America,Low,Medium
EMP3985,45,Prefer not to say,Sales,Healthcare,28,Hybrid,52,3,1,High,Anxiety,Yes,No Change,4,Unsatisfied,2,Daily,Good,Africa,Low,Medium
EMP3986,44,Maleale,Project Manager,IT,7,Hybrid,57,3,5,Low,Anxiety,Yes,Decrease,2,Satisfied,2,Daily,Average,Europe,High,Low
EMP3987,34,Femaleemale,Designer,Retail,4,Onsite,57,8,3,Low,,No,No Change,4,Neutral,2,Daily,Average,South America,Medium,Medium
EMP3988,29,Maleale,HR,Manufacturing,25,Onsite,38,14,1,Low,Anxiety,No,Decrease,4,Unsatisfied,4,Weekly,Good,Oceania,Low,Medium
EMP3989,54,Femaleemale,Sales,Consulting,16,Remote,22,10,2,Low,Anxiety,No,Decrease,1,Satisfied,5,Daily,Average,Asia,Low,Low
EMP3990,36,Prefer not to say,HR,IT,23,Hybrid,50,15,3,High,Anxiety,No,No Change,4,Satisfied,2,,Good,Africa,Medium,Medium
EMP3991,46,Prefer not to say,HR,Retail,22,Remote,28,2,4,Medium,Anxiety,Yes,Decrease,3,Neutral,3,Weekly,Average,Oceania,Medium,Medium
EMP3992,31,Maleale,Software Engineer,Healthcare,14,Onsite,22,8,4,Low,,No,No Change,4,Unsatisfied,1,,Poor,North America,Medium,Medium
EMP3993,46,Non-binary,Sales,Healthcare,3,Remote,24,2,1,High,Burnout,Yes,No Change,1,Neutral,3,,Average,South America,Low,Low
EMP3994,38,Prefer not to say,Designer,Education,18,Hybrid,32,13,3,Low,,No,Decrease,2,Satisfied,3,Daily,Good,Oceania,Medium,Low
EMP3995,25,Maleale,Sales,IT,27,Remote,41,8,1,High,Anxiety,Yes,Decrease,5,Unsatisfied,3,,Poor,Asia,Low,High
EMP3996,50,Maleale,Designer,Finance,6,Hybrid,21,8,4,High,,No,Decrease,4,Neutral,5,,Poor,Europe,Medium,Medium
EMP3997,58,Prefer not to say,Project Manager,Finance,2,Onsite,53,9,3,High,Depression,No,Increase,2,Satisfied,1,Weekly,Average,Oceania,Medium,Low
EMP3998,47,Prefer not to say,Project Manager,Education,19,Hybrid,60,0,4,High,Depression,Yes,Increase,4,Satisfied,5,Daily,Good,North America,Medium,Medium
EMP3999,27,Prefer not to say,Sales,Finance,7,Onsite,56,11,1,Medium,Anxiety,Yes,No Change,3,Unsatisfied,4,Weekly,Good,South America,Low,Medium
EMP4000,24,Non-binary,HR,Consulting,11,Onsite,34,4,5,Low,Burnout,No,Decrease,4,Unsatisfied,1,Daily,Average,Europe,High,Medium
EMP4001,38,Non-binary,Project Manager,Retail,33,Onsite,26,11,1,Low,Anxiety,No,Increase,2,Neutral,2,Daily,Good,Europe,Low,Low
EMP4002,38,Femaleemale,Designer,Manufacturing,22,Remote,29,0,4,Medium,Anxiety,No,No Change,5,Neutral,1,Daily,Poor,Asia,Medium,High
EMP4003,22,Femaleemale,Software Engineer,Finance,16,Hybrid,36,15,1,High,Depression,Yes,Decrease,5,Unsatisfied,5,Weekly,Poor,Africa,Low,High
EMP4004,40,Femaleemale,Data Scientist,Consulting,8,Onsite,25,11,1,Medium,,Yes,Increase,4,Unsatisfied,1,,Good,Asia,Low,Medium
EMP4005,39,Prefer not to say,Sales,Healthcare,20,Hybrid,31,1,2,High,Anxiety,No,Increase,1,Satisfied,1,Daily,Average,South America,Low,Low
EMP4006,43,Prefer not to say,Sales,Healthcare,12,Onsite,38,2,2,Low,Anxiety,No,Increase,5,Satisfied,3,Weekly,Average,Oceania,Low,High
EMP4007,44,Maleale,Sales,Finance,12,Remote,41,13,4,Low,Anxiety,Yes,Decrease,2,Neutral,4,Daily,Good,South America,Medium,Low
EMP4008,47,Prefer not to say,Project Manager,IT,33,Onsite,34,13,4,High,Burnout,No,No Change,3,Satisfied,5,Daily,Average,North America,Medium,Medium
EMP4009,35,Non-binary,Project Manager,Finance,24,Hybrid,29,5,4,Medium,Anxiety,Yes,Increase,5,Neutral,3,Weekly,Good,Asia,Medium,High
EMP4010,23,Prefer not to say,HR,Healthcare,28,Remote,45,1,1,Low,Depression,Yes,Decrease,5,Unsatisfied,4,Weekly,Average,Oceania,Low,High
EMP4011,27,Prefer not to say,Project Manager,Healthcare,6,Onsite,60,10,2,High,Anxiety,Yes,Decrease,5,Neutral,5,Daily,Good,Africa,Low,High
EMP4012,47,Prefer not to say,Project Manager,Education,12,Onsite,48,11,3,Medium,,Yes,Increase,5,Unsatisfied,4,,Average,North America,Medium,High
EMP4013,39,Femaleemale,HR,Healthcare,3,Hybrid,23,4,1,High,Depression,No,Increase,5,Satisfied,5,Weekly,Average,Asia,Low,High
EMP4014,39,Non-binary,HR,Education,3,Onsite,60,15,2,Low,,Yes,No Change,3,Neutral,1,Daily,Poor,Africa,Low,Medium
EMP4015,59,Femaleemale,Designer,Consulting,6,Hybrid,37,5,1,Low,,Yes,Increase,4,Satisfied,5,Weekly,Poor,Oceania,Low,Medium
EMP4016,52,Maleale,HR,IT,34,Hybrid,34,4,5,Medium,Burnout,Yes,Increase,1,Unsatisfied,2,Daily,Good,South America,High,Low
EMP4017,29,Femaleemale,Marketing,Education,23,Remote,54,9,1,High,Anxiety,No,Decrease,5,Neutral,3,,Good,Africa,Low,High
EMP4018,51,Maleale,Marketing,Education,32,Remote,29,15,4,High,,No,Decrease,1,Neutral,5,Daily,Poor,North America,Medium,Low
EMP4019,23,Maleale,Designer,Consulting,10,Remote,36,1,5,Low,,No,No Change,1,Satisfied,3,Daily,Good,Africa,High,Low
EMP4020,24,Non-binary,HR,Education,30,Onsite,54,9,4,Low,Burnout,No,Decrease,4,Satisfied,1,,Average,South America,Medium,Medium
EMP4021,41,Prefer not to say,Designer,Healthcare,18,Hybrid,55,14,5,Low,Depression,Yes,Decrease,2,Unsatisfied,2,,Poor,Oceania,High,Low
EMP4022,52,Prefer not to say,HR,Retail,16,Onsite,56,4,3,Low,Burnout,No,Decrease,4,Neutral,4,,Average,Oceania,Medium,Medium
EMP4023,52,Non-binary,Software Engineer,Healthcare,3,Onsite,48,2,1,High,Anxiety,Yes,No Change,1,Satisfied,4,Weekly,Average,Europe,Low,Low
EMP4024,37,Prefer not to say,Designer,Finance,21,Onsite,52,4,2,High,Depression,Yes,No Change,2,Satisfied,5,Weekly,Poor,Oceania,Low,Low
EMP4025,57,Non-binary,Software Engineer,Retail,8,Hybrid,49,9,3,Medium,Anxiety,Yes,No Change,3,Satisfied,2,,Poor,Europe,Medium,Medium
EMP4026,51,Non-binary,Data Scientist,Healthcare,6,Remote,26,14,4,Low,Anxiety,Yes,Increase,3,Neutral,2,,Average,Africa,Medium,Medium
EMP4027,45,Prefer not to say,Sales,Retail,25,Remote,21,15,4,High,Anxiety,Yes,Increase,3,Unsatisfied,4,Weekly,Good,Africa,Medium,Medium
EMP4028,53,Prefer not to say,Project Manager,Retail,22,Onsite,20,10,5,Medium,,Yes,Increase,5,Satisfied,3,Daily,Good,Oceania,High,High
EMP4029,26,Maleale,Marketing,IT,1,Onsite,27,3,3,Medium,Burnout,No,No Change,3,Unsatisfied,4,Daily,Average,Oceania,Medium,Medium
EMP4030,52,Prefer not to say,Designer,Education,25,Hybrid,54,1,4,Low,Anxiety,Yes,Increase,1,Neutral,2,Weekly,Poor,Europe,Medium,Low
EMP4031,39,Non-binary,Project Manager,Healthcare,12,Hybrid,23,9,5,Medium,,No,Increase,1,Unsatisfied,3,Daily,Poor,North America,High,Low
EMP4032,47,Femaleemale,Project Manager,Manufacturing,19,Remote,53,9,3,High,Anxiety,No,Increase,1,Neutral,2,Daily,Average,Oceania,Medium,Low
EMP4033,32,Prefer not to say,Project Manager,Healthcare,21,Hybrid,57,1,1,Low,,Yes,Decrease,4,Neutral,1,Weekly,Poor,Asia,Low,Medium
EMP4034,29,Maleale,Project Manager,Healthcare,28,Onsite,41,2,5,Medium,,Yes,No Change,3,Satisfied,3,Weekly,Good,Africa,High,Medium
EMP4035,40,Maleale,Project Manager,Retail,2,Remote,20,12,1,Low,Burnout,No,Increase,4,Neutral,5,Daily,Poor,Africa,Low,Medium
EMP4036,44,Maleale,Software Engineer,Finance,9,Onsite,35,3,2,Medium,,No,No Change,5,Unsatisfied,2,Weekly,Average,Europe,Low,High
EMP4037,53,Femaleemale,Marketing,Finance,10,Hybrid,57,8,2,High,Anxiety,Yes,Decrease,1,Satisfied,1,,Good,Oceania,Low,Low
EMP4038,23,Maleale,Sales,Consulting,20,Onsite,50,10,4,Medium,Depression,Yes,No Change,3,Unsatisfied,2,Daily,Good,Oceania,Medium,Medium
EMP4039,36,Non-binary,HR,Manufacturing,26,Remote,24,13,4,Medium,Depression,Yes,Increase,1,Unsatisfied,1,Weekly,Good,South America,Medium,Low
EMP4040,39,Maleale,Designer,Retail,9,Remote,25,14,5,Medium,,No,Increase,4,Neutral,5,,Poor,Africa,High,Medium
EMP4041,59,Maleale,Marketing,IT,2,Hybrid,35,0,5,Low,Anxiety,No,No Change,2,Neutral,3,Daily,Good,Asia,High,Low
EMP4042,37,Maleale,HR,Healthcare,25,Onsite,37,1,2,Low,Anxiety,Yes,Increase,5,Satisfied,3,Daily,Average,South America,Low,High
EMP4043,30,Non-binary,Software Engineer,IT,4,Onsite,51,1,3,Medium,Burnout,Yes,Decrease,2,Neutral,5,Weekly,Average,Asia,Medium,Low
EMP4044,24,Maleale,Project Manager,Consulting,3,Hybrid,47,10,2,High,Depression,Yes,No Change,5,Unsatisfied,2,Daily,Good,Oceania,Low,High
EMP4045,47,Prefer not to say,Software Engineer,Finance,15,Remote,28,10,3,High,Burnout,Yes,No Change,3,Neutral,5,,Poor,North America,Medium,Medium
EMP4046,59,Non-binary,Project Manager,Finance,7,Onsite,33,3,3,High,Depression,No,Increase,3,Unsatisfied,3,Weekly,Poor,South America,Medium,Medium
EMP4047,37,Non-binary,HR,Education,29,Onsite,31,9,3,High,Anxiety,Yes,Increase,3,Neutral,3,,Poor,Asia,Medium,Medium
EMP4048,57,Non-binary,Marketing,IT,5,Remote,32,2,4,High,Anxiety,Yes,Increase,4,Neutral,4,Weekly,Poor,Oceania,Medium,Medium
EMP4049,30,Maleale,Sales,Healthcare,9,Hybrid,38,10,3,Medium,,Yes,Decrease,1,Unsatisfied,3,,Good,Europe,Medium,Low
EMP4050,39,Non-binary,Marketing,IT,24,Onsite,49,4,1,High,Depression,No,Increase,2,Neutral,2,,Average,South America,Low,Low
EMP4051,34,Maleale,Designer,Education,28,Remote,59,6,4,High,Burnout,No,No Change,5,Satisfied,2,,Poor,North America,Medium,High
EMP4052,48,Maleale,Marketing,Healthcare,13,Hybrid,46,10,3,High,,No,Decrease,2,Neutral,1,Daily,Average,North America,Medium,Low
EMP4053,58,Femaleemale,Project Manager,Finance,27,Hybrid,31,8,4,High,,No,Increase,4,Neutral,4,Daily,Good,Asia,Medium,Medium
EMP4054,46,Femaleemale,Marketing,Retail,29,Remote,22,8,4,Medium,,No,Decrease,2,Unsatisfied,1,Weekly,Poor,Oceania,Medium,Low
EMP4055,28,Maleale,Project Manager,Manufacturing,15,Onsite,41,1,1,High,Burnout,No,Increase,5,Unsatisfied,3,Daily,Good,Asia,Low,High
EMP4056,23,Maleale,Software Engineer,Healthcare,22,Hybrid,47,9,4,High,,Yes,No Change,3,Neutral,3,Daily,Good,North America,Medium,Medium
EMP4057,54,Prefer not to say,Software Engineer,Healthcare,32,Hybrid,44,2,1,Low,,Yes,Decrease,3,Satisfied,3,,Good,Asia,Low,Medium
EMP4058,43,Maleale,HR,Consulting,18,Remote,50,2,5,Medium,Burnout,No,Decrease,2,Neutral,3,Weekly,Poor,Africa,High,Low
EMP4059,41,Maleale,Designer,Retail,25,Onsite,55,7,1,Low,Anxiety,Yes,No Change,3,Unsatisfied,2,Daily,Poor,Europe,Low,Medium
EMP4060,43,Maleale,Marketing,Finance,30,Hybrid,54,2,5,Medium,,No,No Change,5,Satisfied,1,Weekly,Average,South America,High,High
EMP4061,36,Femaleemale,HR,Education,1,Remote,27,13,5,Medium,Burnout,Yes,No Change,5,Unsatisfied,5,Daily,Good,Africa,High,High
EMP4062,58,Femaleemale,Software Engineer,Finance,12,Remote,45,12,2,Low,Anxiety,No,Increase,4,Unsatisfied,2,,Good,Africa,Low,Medium
EMP4063,23,Non-binary,HR,IT,4,Onsite,48,8,2,Low,Burnout,Yes,Decrease,1,Satisfied,2,Daily,Poor,North America,Low,Low
EMP4064,38,Maleale,Marketing,Finance,27,Remote,58,9,5,Low,,Yes,Decrease,1,Satisfied,4,,Good,Oceania,High,Low
EMP4065,35,Non-binary,Marketing,Consulting,28,Onsite,20,3,4,Low,Depression,Yes,Decrease,4,Satisfied,1,Daily,Good,South America,Medium,Medium
EMP4066,51,Non-binary,HR,Retail,19,Hybrid,49,15,1,Low,,No,Decrease,3,Satisfied,5,Weekly,Good,Oceania,Low,Medium
EMP4067,28,Femaleemale,Software Engineer,Consulting,15,Onsite,36,12,5,High,Burnout,Yes,Decrease,4,Satisfied,3,,Average,North America,High,Medium
EMP4068,42,Maleale,HR,Education,30,Onsite,33,5,5,High,Burnout,No,No Change,5,Satisfied,2,,Average,North America,High,High
EMP4069,56,Prefer not to say,Marketing,Consulting,11,Onsite,40,2,1,Low,Anxiety,Yes,Decrease,2,Satisfied,1,Daily,Poor,Asia,Low,Low
EMP4070,49,Maleale,Project Manager,IT,35,Remote,20,12,3,Medium,Depression,Yes,Increase,3,Neutral,2,Weekly,Average,Asia,Medium,Medium
EMP4071,45,Prefer not to say,Data Scientist,Retail,31,Onsite,28,12,4,High,Burnout,Yes,Decrease,2,Unsatisfied,5,Weekly,Average,Oceania,Medium,Low
EMP4072,37,Femaleemale,Sales,Healthcare,14,Hybrid,28,11,5,Low,Anxiety,No,No Change,1,Satisfied,2,Weekly,Good,Africa,High,Low
EMP4073,23,Non-binary,Marketing,Retail,9,Hybrid,31,1,1,High,Burnout,No,Decrease,5,Satisfied,2,Weekly,Average,South America,Low,High
EMP4074,37,Maleale,Data Scientist,Education,27,Hybrid,45,11,3,Low,Depression,Yes,No Change,1,Satisfied,2,,Average,Oceania,Medium,Low
EMP4075,59,Femaleemale,Data Scientist,Finance,8,Hybrid,34,11,5,High,Anxiety,Yes,Increase,1,Unsatisfied,2,Weekly,Poor,Asia,High,Low
EMP4076,50,Non-binary,Software Engineer,Finance,14,Onsite,31,15,3,Medium,Anxiety,Yes,Increase,2,Unsatisfied,1,Weekly,Average,Asia,Medium,Low
EMP4077,46,Prefer not to say,Data Scientist,Manufacturing,14,Onsite,55,10,1,Medium,Burnout,Yes,Increase,2,Satisfied,1,,Good,Africa,Low,Low
EMP4078,54,Femaleemale,Data Scientist,Finance,20,Onsite,35,12,4,Medium,Anxiety,No,No Change,5,Unsatisfied,4,Weekly,Average,Asia,Medium,High
EMP4079,38,Maleale,Marketing,Education,10,Hybrid,24,11,5,High,Anxiety,No,Decrease,3,Neutral,2,,Poor,Oceania,High,Medium
EMP4080,55,Femaleemale,Designer,Finance,17,Onsite,60,3,3,High,Anxiety,No,Increase,1,Unsatisfied,5,Weekly,Average,South America,Medium,Low
EMP4081,49,Prefer not to say,Designer,IT,17,Remote,20,4,3,Medium,Burnout,Yes,No Change,2,Unsatisfied,2,Daily,Good,South America,Medium,Low
EMP4082,41,Non-binary,Sales,Education,19,Hybrid,28,9,4,High,Burnout,Yes,No Change,3,Satisfied,3,Daily,Average,North America,Medium,Medium
EMP4083,22,Maleale,Marketing,Retail,31,Hybrid,26,8,2,Medium,Depression,Yes,Decrease,5,Neutral,4,Daily,Poor,South America,Low,High
EMP4084,52,Prefer not to say,Project Manager,IT,35,Hybrid,27,15,1,Medium,Depression,No,Decrease,1,Satisfied,5,Daily,Average,Asia,Low,Low
EMP4085,28,Non-binary,Marketing,Manufacturing,28,Onsite,32,1,1,Low,,No,Decrease,1,Unsatisfied,5,Daily,Average,North America,Low,Low
EMP4086,50,Non-binary,Project Manager,Retail,20,Hybrid,20,10,1,Medium,,No,Decrease,5,Neutral,4,Weekly,Poor,Asia,Low,High
EMP4087,35,Non-binary,Software Engineer,Finance,6,Remote,43,2,3,High,Burnout,No,No Change,3,Satisfied,1,Weekly,Average,South America,Medium,Medium
EMP4088,33,Maleale,Project Manager,Education,6,Remote,49,7,4,Low,Burnout,No,No Change,3,Neutral,1,Weekly,Average,Africa,Medium,Medium
EMP4089,47,Maleale,Marketing,Manufacturing,9,Hybrid,48,9,3,High,Burnout,Yes,Increase,3,Unsatisfied,3,Weekly,Average,North America,Medium,Medium
EMP4090,51,Prefer not to say,Designer,Retail,26,Hybrid,28,6,2,Low,,Yes,Decrease,1,Satisfied,5,Weekly,Poor,Asia,Low,Low
EMP4091,57,Non-binary,HR,Education,13,Hybrid,25,6,4,Medium,Burnout,No,Increase,3,Neutral,1,Weekly,Good,North America,Medium,Medium
EMP4092,59,Femaleemale,HR,Education,10,Onsite,40,1,3,Low,Burnout,Yes,No Change,5,Neutral,5,Daily,Average,North America,Medium,High
EMP4093,25,Femaleemale,Data Scientist,Education,34,Hybrid,52,11,5,High,Depression,No,No Change,3,Unsatisfied,1,Daily,Average,Oceania,High,Medium
EMP4094,42,Maleale,Marketing,Finance,18,Remote,22,10,3,Low,Anxiety,No,Decrease,2,Satisfied,4,Daily,Poor,Asia,Medium,Low
EMP4095,34,Femaleemale,Project Manager,Retail,31,Hybrid,28,10,1,Medium,Burnout,No,Increase,4,Satisfied,3,,Good,South America,Low,Medium
EMP4096,33,Non-binary,HR,Manufacturing,4,Onsite,49,0,1,Low,Burnout,Yes,Increase,3,Satisfied,3,,Average,North America,Low,Medium
EMP4097,23,Maleale,Data Scientist,Finance,24,Hybrid,49,12,2,Medium,Anxiety,No,No Change,2,Unsatisfied,4,,Good,South America,Low,Low
EMP4098,23,Maleale,Marketing,Education,31,Remote,57,12,5,High,,No,Increase,3,Unsatisfied,2,,Poor,Europe,High,Medium
EMP4099,54,Prefer not to say,Data Scientist,IT,2,Remote,21,5,4,Low,Burnout,Yes,Increase,5,Neutral,4,,Average,Africa,Medium,High
EMP4100,34,Non-binary,Project Manager,IT,25,Remote,52,6,3,High,Anxiety,No,No Change,3,Satisfied,4,Daily,Average,Africa,Medium,Medium
EMP4101,54,Maleale,Data Scientist,Retail,24,Remote,40,9,1,High,,No,No Change,3,Neutral,5,Weekly,Average,Europe,Low,Medium
EMP4102,43,Prefer not to say,Designer,IT,14,Onsite,46,15,1,High,Burnout,No,Decrease,5,Satisfied,3,Weekly,Good,Oceania,Low,High
EMP4103,53,Non-binary,Software Engineer,Consulting,34,Onsite,48,8,2,High,Anxiety,Yes,No Change,2,Satisfied,4,,Poor,Asia,Low,Low
EMP4104,59,Maleale,Marketing,Consulting,12,Hybrid,47,12,2,Medium,Burnout,Yes,Decrease,2,Satisfied,5,,Average,Asia,Low,Low
EMP4105,33,Non-binary,HR,Consulting,29,Hybrid,48,0,4,Medium,Anxiety,No,Increase,3,Unsatisfied,2,,Poor,Africa,Medium,Medium
EMP4106,58,Femaleemale,Data Scientist,IT,11,Hybrid,51,0,2,Low,Depression,No,No Change,2,Neutral,5,Daily,Good,Oceania,Low,Low
EMP4107,36,Prefer not to say,Marketing,Manufacturing,3,Hybrid,21,4,3,Medium,,Yes,Decrease,5,Neutral,5,Daily,Average,Oceania,Medium,High
EMP4108,27,Non-binary,Sales,Healthcare,8,Onsite,60,6,2,Low,Burnout,Yes,Increase,1,Neutral,4,Daily,Poor,North America,Low,Low
EMP4109,32,Non-binary,Designer,Finance,7,Onsite,27,11,3,Low,Burnout,Yes,No Change,4,Neutral,2,Daily,Average,Oceania,Medium,Medium
EMP4110,40,Non-binary,Sales,Manufacturing,12,Remote,51,8,4,Medium,Depression,Yes,Increase,3,Unsatisfied,4,Weekly,Good,Oceania,Medium,Medium
EMP4111,59,Non-binary,Data Scientist,Education,6,Onsite,29,9,1,High,,Yes,No Change,2,Unsatisfied,5,,Average,Oceania,Low,Low
EMP4112,55,Maleale,Data Scientist,Finance,33,Onsite,39,7,4,Medium,Anxiety,Yes,No Change,4,Neutral,5,Weekly,Poor,North America,Medium,Medium
EMP4113,24,Non-binary,Sales,Consulting,18,Remote,53,11,2,High,Burnout,No,No Change,2,Satisfied,4,Daily,Poor,Oceania,Low,Low
EMP4114,50,Maleale,Marketing,Manufacturing,30,Onsite,27,12,4,Low,Burnout,No,Increase,1,Unsatisfied,3,Daily,Good,South America,Medium,Low
EMP4115,49,Non-binary,Sales,Retail,21,Remote,46,2,5,High,Anxiety,No,No Change,3,Neutral,2,Daily,Average,Oceania,High,Medium
EMP4116,46,Prefer not to say,Software Engineer,Manufacturing,26,Hybrid,42,5,1,Low,Depression,No,Decrease,1,Satisfied,1,,Good,North America,Low,Low
